title,author,journal,year,abstract,url,citations
Machine learning models comparison for bitcoin price prediction,"['T Phaladisailoed', 'T Numnonda']",,2018,"Machine learning models in this research use Bitcoin transaction data from the bitstamp  website with publishing on the Kaggle website. However, in this research, 1-minute interval",https://ieeexplore.ieee.org/iel7/8510538/8534734/08534911.pdf,199
Machine Learning in Screening High Performance Electrocatalysts for CO2 Reduction,"['N Zhang', 'B Yang', 'K Liu', 'H Li', 'G Chen', 'X Qiu']",,2021,"In machine learning, feature engineering is the process of choosing relevant input  parameters (features) that are characteristic for the properties of interest. For catalytic materials,",https://onlinelibrary.wiley.com/doi/full/10.1002/smtd.202100987,83
Controlling the properties of additively manufactured cellular structures using machine learning approaches,"['H Hassanin', 'Y Alkendi', 'M Elsayed']",,2020,Cellular structures are lightweight‐engineered materials that have gained much attention with  the development of additive manufacturing technologies. This article introduces a precise,https://onlinelibrary.wiley.com/doi/full/10.1002/adem.201901338,86
Machine learning in healthcare,"['H Habehh', 'S Gohel']",,2021,"Machine learning applications of genetic engineering have also been instrumental in the  fight against COVID 19. In a recent study, Malone and colleagues utilized software based",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8822225/,273
Early detection of mechanical damage in mango using NIR hyperspectral images and machine learning,"['NV Rivera', 'J Gómez-Sanchis', 'J Chanona-Pérez']",,2014,Highlights • Non-destructive system to automate the detection of early mechanical damage  in mangos. • Eleven feature selection methods were compared to determine important,https://www.sciencedirect.com/science/article/pii/S1537511014000506,189
Machine learning at Microsoft with ML. NET,"['Z Ahmed', 'S Amizadeh', 'M Bilenko', 'R Carr']",,2019,is motivated by the transition from machine learning as an art and science into a set of   practice in which data science and software engineering are performed in separate and different,https://dl.acm.org/doi/pdf/10.1145/3292500.3330667,85
Machine learning-based prototyping of graphical user interfaces for mobile apps,"['K Moran', 'C Bernal-Cárdenas', 'M Curcio']",,2018,"that leverages machine learning (ML) techniques and the  are ready for processing by machine  learning classifiers. 2) Cleaned  an effective, accurate machine-learning classifier. These",https://ieeexplore.ieee.org/iel7/32/8995665/08374985.pdf,267
Three machine learning techniques for automatic determination of rules to control locomotion,"['S Jonic', 'T Jankovic', 'V Gajic']",,1999,"This paper presents three supervised machine learning (ML) techniques for prediction of  the activation patterns of muscles and sensory data, based on the history of sensory data, for",https://ieeexplore.ieee.org/iel5/10/16171/00748983.pdf,211
Facility Location by Machine Learning Approach with Risk-averse,"['E Ghafourian', 'E Bashir', 'F Shoushtari']",,2023,"location by integrating machine learning techniques with a risk- The proposed approach  utilizes a machine learning algorithm,  The results show the potential of using machine learning",https://www.researchgate.net/profile/Ali-Daghighi/publication/385943290_Facility_Location_by_Machine_Learning_Approach_with_Risk-averse/links/673d14d788177c79e8360076/Facility-Location-by-Machine-Learning-Approach-with-Risk-averse.pdf,15
An automated machine learning (AutoML) method of risk prediction for decision-making of autonomous vehicles,"['X Shi', 'YD Wong', 'C Chai', 'MZF Li']",,2020,machine learning (AutoML) for risk prediction and behaviour  The AutoML enables end-to-end  machine learning from vehicle movement  Feature engineering is an important aspect to,https://ieeexplore.ieee.org/iel7/6979/9599518/09130902.pdf,92
Near-fault pulse seismic ductility spectra for bridge columns based on machine learning,"['T Yang', 'X Yuan', 'J Zhong', 'W Yuan']",,2023,"To address this challenge, near-fault pulse seismic ductility spectra (NFPSDS) based on  Machine learning (ML) are developed in this study, where two ML models, ie, the Random",https://www.sciencedirect.com/science/article/pii/S0267726122004274,67
The adverse effects of code duplication in machine learning models of code,['M Allamanis'],,2019,"At the intersection of the research fields of software engineering, programming languages,  machine learning and natural language processing, multiple communities have been brought",https://dl.acm.org/doi/pdf/10.1145/3359591.3359735,358
Predicting software effort estimation using machine learning techniques,['A BaniMustafa'],,2018,n using three machine learning techniques that were applied  ion by applying machine  learning techniques using a data  in software engineering. It is usually used as a basis for cont,https://ieeexplore.ieee.org/iel7/8476186/8486148/08486222.pdf,92
"Machine learning education for artists, musicians, and other creative practitioners",['R Fiebrink'],,2019,machine learning education for creative practitioners. It begins by arguing that it is important  to teach machine learning  It then draws on research about design processes in engineering,https://dl.acm.org/doi/fullHtml/10.1145/3294008,108
Bad-smell prediction from software design model using machine learning techniques,"['N Maneerat', 'P Muenchaisri']",,2011,The data sets are used as a learning set and testing set to predict bad-smells with 7 machine  learning algorithms. We compare the performance of each machine learning algorithm by,https://ieeexplore.ieee.org/iel5/5876042/5930073/05930143.pdf,98
Identification of tool wear using acoustic emission signal and machine learning methods,"['P Twardowski', 'M Tabaszewski', 'M Wiciak–Pikuła']",,2021,Machine learning methods were used to assess the milling cutter's degree of wear based  on AE  The method was also compared with other machine learning methods such as neural,https://www.sciencedirect.com/science/article/pii/S0141635921001884,105
Learned protein embeddings for machine learning,"['KK Yang', 'Z Wu', 'CN Bedbrook', 'FH Arnold']",,2018,We show that learning these encodings from data can streamline machine-learning pipelines   This provides a realistic simulation of machine learning usage in protein engineering.,https://academic.oup.com/bioinformatics/article/34/15/2642/4951834,350
Machine learning for predicting epileptic seizures using EEG signals: A review,"['K Rasheed', 'A Qayyum', 'J Qadir']",,2020,"With the advancement in artificial intelligence (AI) and machine learning (ML) techniques,  researchers are striving towards employing these techniques for advancing clinical practice.",https://ieeexplore.ieee.org/iel7/4664312/4664313/09139257.pdf,295
Impact of dataset uncertainties on machine learning model predictions: the example of polymer glass transition temperatures,"['A Jha', 'A Chandrasekaran', 'C Kim']",,2019,in materials science and engineering. The utilization of state-of- Such machine learning (ML)  models are trained on available  that emerges from our machine-learning pipeline is able to,https://www.academia.edu/download/88188157/9ff8fd8fd7293975f737c41654e54136bfbf.pdf,96
Benchmarking machine learning methods for performance modeling of scientific applications,"['P Malakar', 'P Balaprakash']",,2018,"we evaluate eleven machine learning methods for modeling  We assess the impact of feature  engineering, size of training  few machine learning techniques result in low median errors.",https://www.sc18.supercomputing.org/proceedings/workshops/workshop_files/ws_pmbsf119s2-file1.pdf,88
On the applicability of machine learning techniques for object oriented software fault prediction,"['R Malhotra', 'Y Singh']",,2011,compare the predictive accuracy of machine learning classifiers. The aim  We have used  seven machine learning and one logistic  accuracy of machine learning technique LogitBoost is,https://dtu.ac.in/modules/seij/Paper%202.pdf,67
Consolidated modeling and prediction of heat transfer coefficients for saturated flow boiling in mini/micro-channels using machine learning methods,"['A Bard', 'Y Qiu', 'CR Kharangate', 'R French']",,2022,Exploratory data science is used to obtain confidence in the data and investigate relationships  between feature variables before employing machine learning algorithms. Missing data is,https://www.sciencedirect.com/science/article/pii/S1359431122002642,38
Machine learning approaches for predicting high cost high need patient expenditures in health care,"['C Yang', 'C Delcher', 'E Shenkman', 'S Ranka']",,2018,"We applied machine learning models to predict future health expenditures, especially for  the HCHN patients, defined here as being in the top 10% of expenditures. The methods scale",https://link.springer.com/article/10.1186/s12938-018-0568-3,143
Machine learning applications in power system fault diagnosis: Research advancements and perspectives,"['R Vaish', 'UD Dwivedi', 'S Tewari', 'SM Tripathi']",,2021,"Adaptive and intelligent protection methodology, based on advanced measurement  techniques and intelligent fault diagnosis such as machine learning (ML), is found to be useful to",https://www.sciencedirect.com/science/article/pii/S0952197621003523,121
