citation_title,author1,author2
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Moisenz
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Palichik
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Perelygin
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Shmatov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Shulha
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Skatchkov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Smirnov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Voytishin
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Zarubin
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Ivanov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Kim
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Kuznetsova
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Levchenko
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Murzin
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Oreshkin
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Smirnov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Sosnov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Sulimov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Uvarov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Vavilov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Vorobyev
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Andreev Yu.
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Dermenev
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Gninenko
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Golubev
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Karneyeu
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Kirsanov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Krasnikov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Pashenkov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Tlisov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Toropin
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Epshteyn
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Gavrilov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Lychkovskaya
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Popov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Pozdnyakov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Safronov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Spiridonov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Stepennov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Stolin
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Toms
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Vlasov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Zhokin
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Aushev
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Bylinkin
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Chadeeva
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Parygin
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Philippov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Polikarpov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Popova
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Rusinov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Andreev
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Azarkin
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Dremin
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Kirakosyan
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Rusakov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Terkulov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Baskakov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Belyaev
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Boos
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Demiyanov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Ershov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Gribushin
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Kodolova
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Korotkikh
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Lokhtin
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Miagkov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Obraztsov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Petrushanko
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Savrin
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Snigirev
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Vardanyan
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Blinov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Shtol
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Skovpen
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Azhgirey
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Bayshev
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Bitioukov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Elumakhov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Godizov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Kachanov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Kalinin
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Konstantinov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Mandrik
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Petrov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Ryutin
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Sobol
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Troshin
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Tyurin
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Uzunian
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Volkov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Babaev
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Adzic
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Cirkovic
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Devetak
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Dordevic
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Milosevic
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Alcaraz Maestre
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Álvarez Fernández
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Bachiller
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Barrio Luna
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Cerrada
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Colino
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,De La Cruz
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Delgado Peris
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Fernandez Bedoya
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Fernández Ramos
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Flix
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Fouz
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Gonzalez Lopez
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Goy Lopez
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Hernandez
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Josa
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Moran
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Pérez-Calero Yzquierdo
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Puerta Pelayo
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Redondo
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Romero
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Soares
